month,staff,type,card_type,amount,tip,total
june,Mackenzie W,Credit Card,Visa,195.29,40,235.29
june,Taryn R,Credit Card,Discover,44.52,7,51.52
june,Ashley A,Credit Card,Mastercard,223.98,45,268.98
june,PM Bar,Credit Card,Visa,55.34,10,65.34
june,PM Bar,Cash,,30,0,30
june,KJ V,Credit Card,Visa,72.3,14,86.3
june,PM Bar,Cash,,68.2,0,68.2
june,Take Out,Credit Card,Visa,125,0,125
june,Taryn R,Cash,,129.58,0,129.58
june,Alexis F,Credit Card,Mastercard,439.21,40,479.21
june,Taryn R,Cash,,93.2,0,93.2
june,PM Bar,Credit Card,Visa,97.88,20,117.88
june,PM Bar,Credit Card,Mastercard,80.3,16.3,96.6
june,PM Bar,Credit Card,Visa,53,20,73
june,Taryn R,Credit Card,Mastercard,97.31,15,112.31
june,KJ V,Credit Card,Amex,88.91,16.09,105
june,Mackenzie W,Cash,,91.12,0,91.12
june,KJ V,Cash,,168.92,0,168.92
june,Ashley A,Gift Card,,60,0,60
june,Ashley A,Cash,,12.24,0,12.24
june,Ashley A,Credit Card,Visa,46.68,8,54.68
june,Ashley A,Credit Card,Visa,131.38,29,160.38
june,Ashley A,Credit Card,Visa,101.74,21,122.74
june,PM Bar,Credit Card,Visa,101.76,0,101.76
june,Alexis F,Credit Card,Visa,198.68,41.32,240
june,Alexis F,Credit Card,Mastercard,214.56,45,259.56
june,Alexis F,Credit Card,Discover,214.58,45,259.58
june,Taryn R,Credit Card,Visa,105.5,20,125.5
june,Take Out,Cash,,10.6,0,10.6
june,KJ V,Credit Card,Visa,193.69,36,229.69
june,Taryn R,Credit Card,Visa,141.58,30,171.58
june,KJ V,Credit Card,Mastercard,176.19,35,211.19
june,Mackenzie W,Credit Card,Amex,66.68,16,82.68
june,KJ V,Cash,,87.84,0,87.84
june,Mackenzie W,Credit Card,Visa,23.32,6,29.32
june,Taryn R,Credit Card,Visa,81.57,22,103.57
june,Mackenzie W,Credit Card,Mastercard,125.13,25,150.13
june,Mackenzie W,Credit Card,Visa,125.12,25,150.12
june,Ashley A,Cash,,130.88,0,130.88
june,Mackenzie W,Credit Card,Amex,125.13,25,150.13
june,Mackenzie W,Cash,,164.82,0,164.82
june,PM Bar,Credit Card,Visa,86.34,20,106.34
june,KJ V,Cash,,171.72,0,171.72
june,Alexis F,Credit Card,Visa,148.18,30,178.18
june,PM Bar,Credit Card,Visa,90.52,18,108.52
june,KJ V,Credit Card,Mastercard,73.14,0,73.14
june,Mackenzie W,Credit Card,Visa,145.22,25,170.22
june,Taryn R,Credit Card,Mastercard,96.89,0,96.89
june,Taryn R,Credit Card,Visa,114.26,25.74,140
june,Alexis F,Credit Card,Mastercard,193.42,37,230.42
june,Take Out,Cash,,10.6,0,10.6
june,Alexis F,Gift Card,,4.24,0,4.24
june,PM Bar,Credit Card,Mastercard,28.95,10,38.95
june,Ashley A,Credit Card,Visa,211.52,0,211.52
june,PM Bar,Credit Card,Mastercard,97.45,0,97.45
june,Taryn R,Credit Card,Visa,25.44,10,35.44
june,PM Bar,Cash,,91.11,0,91.11
june,PM Bar,Cash,,4.77,0,4.77
june,Mackenzie W,Cash,,9.54,0,9.54
june,Take Out,Credit Card,Visa,22.26,0,22.26
june,Take Out,Credit Card,Visa,530,0,530
june,AM Bar,Credit Card,Mastercard,36.26,12,48.26
june,Take Out,Credit Card,Visa,16.96,0,16.96
june,AM Bar,Cash,,17.23,0,17.23
june,Take Out,Credit Card,Visa,200,0,200
june,Take Out,Credit Card,Visa,100,0,100
june,Alec M,Credit Card,Discover,39.49,7,46.49
june,Alexis F,Credit Card,Visa,98.58,0,98.58
june,Alexis F,Credit Card,Visa,47.92,10,57.92
june,AM Bar,Cash,,56.08,0,56.08
june,AM Bar,Cash,,28.52,0,28.52
june,Take Out,Credit Card,Visa,23.32,4,27.32
june,Alec M,Credit Card,Visa,41.24,8,49.24
june,AM Bar,Credit Card,Visa,60.88,20,80.88
june,Alec M,Credit Card,Mastercard,26.4,6,32.4
june,Alec M,Cash,,36.31,0,36.31
june,Alec M,Cash,,33.92,0,33.92
june,Alec M,Cash,,15.9,0,15.9
june,Alexis F,Credit Card,Visa,49.72,9,58.72
june,Alexis F,Cash,,56.08,0,56.08
june,Alec M,Cash,,18.98,0,18.98
june,Alec M,Credit Card,Mastercard,18.98,5,23.98
june,Alec M,Credit Card,Visa,54.26,10,64.26
june,Alec M,Credit Card,Mastercard,22.72,4.4,27.12
june,Alec M,Cash,,15.9,0,15.9
june,Alec M,Cash,,19.08,0,19.08
june,Alec M,Cash,,37.1,0,37.1
june,Alexis F,Credit Card,Visa,75.05,10,85.05
june,Alec M,Credit Card,Visa,77.6,0,77.6
june,AM Bar,Credit Card,Visa,38.08,0,38.08
june,AM Bar,Credit Card,Visa,38.08,7.08,45.16
june,AM Bar,Credit Card,Visa,49.72,0,49.72
june,Alexis F,Credit Card,Visa,102.04,20,122.04
june,Alexis F,Gift Card,,50,0,50
june,Alexis F,Cash,,1.92,0,1.92
june,AM Bar,Credit Card,Mastercard,21.5,2,23.5
june,AM Bar,Credit Card,Visa,9,2,11
june,AM Bar,Credit Card,Visa,11.66,5,16.66
june,Alec M,Credit Card,Visa,78.02,20,98.02
june,Alec M,Credit Card,Amex,29,0,29
june,AM Bar,Cash,,39.22,0,39.22
june,AM Bar,Cash,,17.5,0,17.5
june,Jen V,Credit Card,Visa,20,5,25
june,Jen V,Cash,,17,0,17
june,AM Bar,Credit Card,Visa,56.6,10,66.6
june,AM Bar,Credit Card,Mastercard,37.96,20,57.96
june,Alexis F,Credit Card,Visa,59.63,0,59.63
june,AM Bar,Credit Card,Mastercard,59.74,0,59.74
june,AM Bar,Credit Card,Mastercard,59.74,0,59.74
june,Alexis F,Credit Card,Amex,64.46,12,76.46
june,Alexis F,Credit Card,Mastercard,121.63,24,145.63
june,Jen V,Credit Card,Mastercard,839.5,0,839.5
june,Take Out,Credit Card,Mastercard,42.4,0,42.4
june,Take Out,Credit Card,Mastercard,22.79,0,22.79
june,Keira Heinzmann,Credit Card,Visa,24.42,0,24.42
june,AM Bar,Cash,,86.8,0,86.8
june,AM Bar,Cash,,0,0,0
june,Alec M,Credit Card,Visa,560.34,0,560.34
june,Alexis F,Credit Card,Visa,36.04,8,44.04
june,AM Bar,Gift Card,,80.06,0,80.06
june,AM Bar,Credit Card,Visa,26.48,6,32.48
june,AM Bar,Credit Card,Visa,32.37,8,40.37
june,Take Out,Credit Card,Visa,74.2,0,74.2
june,AM Bar,Credit Card,Visa,41.48,0,41.48
june,AM Bar,Cash,,22.95,0,22.95
june,Take Out,Credit Card,Amex,47.7,0,47.7
june,Take Out,Credit Card,Amex,77.38,10,87.38
june,Alexis F,Credit Card,Visa,26.93,0,26.93
june,AM Bar,Credit Card,Visa,19,4,23
june,Mackenzie W,Cash,,102.61,0,102.61
june,Alexis F,Credit Card,Visa,234.34,48,282.34
june,Take Out,Credit Card,Amex,38.16,5,43.16
june,Alexis F,Credit Card,Visa,35.63,7,42.63
june,AM Bar,Credit Card,Mastercard,36.43,6.5,42.93
june,AM Bar,Credit Card,Visa,18.02,0,18.02
june,Alexis F,Credit Card,Amex,94.28,18,112.28
june,AM Bar,Credit Card,Amex,50.31,12,62.31
june,AM Bar,Cash,,22,0,22
june,Heather C,Credit Card,Visa,148.56,0,148.56
june,Andrew S,Credit Card,Visa,60.69,0,60.69
june,Andrew S,Cash,,82.14,0,82.14
june,Heather C,Credit Card,Visa,48.65,10,58.65
june,Take Out,Credit Card,Visa,40.28,0,40.28
june,Heather C,Cash,,100.49,0,100.49
june,Alec M,Credit Card,Visa,61.25,20,81.25
june,Alexis F,Credit Card,Amex,60.42,12,72.42
june,Mackenzie W,Cash,,20.41,0,20.41
june,Andrew S,Credit Card,Mastercard,136.64,28,164.64
june,Mackenzie W,Credit Card,Visa,21.2,5,26.2
june,AM Bar,Credit Card,Visa,30.28,6,36.28
june,Mackenzie W,Credit Card,Visa,15.95,5,20.95
june,Andrew S,Credit Card,Visa,85.8,20,105.8
june,Mackenzie W,Credit Card,Visa,24.38,5.62,30
june,Mackenzie W,Cash,,20.14,0,20.14
june,Mackenzie W,Cash,,24.38,0,24.38
june,Take Out,Credit Card,Visa,37.1,5,42.1
june,Mackenzie W,Cash,,7.95,0,7.95
june,Mackenzie W,Credit Card,Visa,15.37,4,19.37
june,Mackenzie W,Credit Card,Visa,30.74,10,40.74
june,Mackenzie W,Credit Card,Visa,29.41,6,35.41
june,Mackenzie W,Cash,,30.4,0,30.4
june,AM Bar,Credit Card,Mastercard,50.52,10,60.52
june,Andrew S,Credit Card,Visa,122.96,25,147.96
june,Mackenzie W,Credit Card,Discover,60.96,13,73.96
june,Heather C,Credit Card,Amex,58.46,12,70.46
june,Mackenzie W,Cash,,37.99,0,37.99
june,Mackenzie W,Credit Card,Mastercard,16.95,5.05,22
june,Alec M,Cash,,327.3,0,327.3
june,Alexis F,Credit Card,Visa,74.64,15,89.64
june,Take Out,Credit Card,Visa,23.32,0,23.32
june,Mackenzie W,Credit Card,Mastercard,116.32,22,138.32
june,Mackenzie W,Credit Card,Visa,116.32,24,140.32
june,AM Bar,Cash,,10.5,0,10.5
june,Take Out,Credit Card,Visa,121.9,0,121.9
june,Alexis F,Credit Card,Visa,37.1,7.5,44.6
june,Alexis F,Credit Card,Visa,37.1,9,46.1
june,Alexis F,Credit Card,Visa,169.87,35,204.87
june,Jen V,Credit Card,Discover,77.82,11,88.82
june,AM Bar,Cash,,29.08,0,29.08
june,Alec M,Cash,,182.14,0,182.14
june,AM Bar,Credit Card,Amex,104.86,20,124.86
june,Andrew S,Credit Card,Visa,61.6,3,64.6
june,Jen V,Credit Card,Visa,124.79,25,149.79
june,Jen V,Credit Card,Mastercard,124.8,25,149.8
june,Heather C,Credit Card,Visa,65.19,14,79.19
june,Jen V,Credit Card,Mastercard,95.11,0,95.11
june,Heather C,Credit Card,Mastercard,215.5,40,255.5
june,Alexis F,Cash,,64.94,0,64.94
june,Heather C,Credit Card,Mastercard,64.9,15,79.9
june,Jen V,Credit Card,Visa,27.56,0,27.56
june,Jen V,Cash,,32.76,0,32.76
june,Jen V,Cash,,46.64,0,46.64
june,Jen V,Cash,,25.44,0,25.44
june,AM Bar,Cash,,20.54,0,20.54
june,Heather C,Credit Card,Visa,103.24,22,125.24
june,Heather C,Credit Card,Visa,103.24,20,123.24
june,AM Bar,Credit Card,Amex,105.22,22,127.22
june,Andrew S,Credit Card,Mastercard,47.16,9.43,56.59
june,Jen V,Credit Card,Mastercard,353.04,75,428.04
june,Alec M,Credit Card,Mastercard,82.72,17,99.72
june,Heather C,Cash,,77.32,0,77.32
june,Andrew S,Credit Card,Visa,113.72,23,136.72
june,AM Bar,Credit Card,Mastercard,40.42,8,48.42
june,Take Out,Credit Card,Visa,37.1,2,39.1
june,Mackenzie W,Credit Card,Mastercard,208.64,40,248.64
june,Take Out,Credit Card,Visa,8.48,0,8.48
june,Alexis F,Credit Card,Visa,113.42,26,139.42
june,Alexis F,Credit Card,Visa,134.48,0,134.48
june,Andrew S,Credit Card,Mastercard,23.32,5,28.32
june,Andrew S,Credit Card,Mastercard,37.1,9,46.1
june,Andrew S,Credit Card,Visa,33.92,7,40.92
june,AM Bar,Credit Card,Visa,65.1,12,77.1
june,Jen V,Credit Card,Mastercard,63.6,15,78.6
june,Alexis F,Gift Card,,2.12,0,2.12
june,Jen V,Credit Card,Mastercard,142.82,0,142.82
june,AM Bar,Credit Card,Visa,44.31,9,53.31
june,Alexis F,Credit Card,Visa,103.88,22,125.88
june,Alec M,Cash,,96.86,0,96.86
june,Jen V,Cash,,2.12,0,2.12
june,Andrew S,Cash,,128.02,0,128.02
june,Heather C,Cash,,10.6,0,10.6
june,AM Bar,Credit Card,Mastercard,86.88,0,86.88
june,Take Out,Credit Card,Visa,9.54,0,9.54
june,AM Bar,Cash,,0,0,0
june,AM Bar,Cash,,10.07,0,10.07
june,AM Bar,Cash,,13,0,13
june,AM Bar,Cash,,75.94,0,75.94
june,AM Bar,Credit Card,Visa,97.2,25,122.2
june,Alexis F,Credit Card,Visa,156.55,33.45,190
june,Take Out,Credit Card,Visa,38.69,0,38.69
june,Mackenzie W,Credit Card,Discover,207.45,40,247.45
june,AM Bar,Credit Card,Discover,44.68,0,44.68
june,AM Bar,Cash,,15,0,15
june,AM Bar,Cash,,0,0,0
june,AM Bar,Cash,,0,0,0
june,AM Bar,Credit Card,Visa,58.4,12,70.4
june,AM Bar,Credit Card,Visa,39.22,10,49.22
june,AM Bar,Credit Card,Mastercard,60.53,20,80.53
june,AM Bar,Credit Card,Mastercard,35.08,15,50.08
june,Andrew S,Credit Card,Visa,16.96,3,19.96
june,AM Bar,Credit Card,Mastercard,36.04,0,36.04
june,KJ V,Credit Card,Visa,183.91,37,220.91
june,Andrew S,Credit Card,Visa,66.64,11,77.64
june,AM Bar,Credit Card,Visa,44.79,8,52.79
june,KJ V,Credit Card,Visa,38.16,8,46.16
june,Take Out,Cash,,200,0,200
june,AM Bar,Credit Card,Mastercard,59.63,12,71.63
june,Jenna D,Cash,,19.08,0,19.08
june,AM Bar,Credit Card,Visa,50.53,12,62.53
june,Jenna D,Cash,,22.16,0,22.16
june,AM Bar,Credit Card,Visa,117.57,20,137.57
june,Jenna D,Cash,,16.96,0,16.96
june,Jenna D,Cash,,22.16,0,22.16
june,Jenna D,Cash,,20.14,0,20.14
june,Andrew S,Credit Card,Visa,39.26,8,47.26
june,Andrew S,Credit Card,Visa,32.9,6,38.9
june,Andrew S,Credit Card,Visa,42.67,12,54.67
june,Andrew S,Credit Card,Visa,26.5,6,32.5
june,AM Bar,Credit Card,Amex,10.5,3,13.5
june,Andrew S,Cash,,19.08,0,19.08
june,Andrew S,Cash,,22.26,0,22.26
june,Andrew S,Cash,,16.96,0,16.96
june,Andrew S,Cash,,22.26,0,22.26
june,KJ V,Cash,,156.57,0,156.57
june,AM Bar,Gift Card,,75.38,0,75.38
june,AM Bar,Cash,,19.92,0,19.92
june,Jenna D,Cash,,35.94,0,35.94
june,Jenna D,Cash,,31.7,0,31.7
june,AM Bar,Credit Card,Visa,59.18,18,77.18
june,Jenna D,Cash,,44.32,0,44.32
june,Jenna D,Cash,,31.14,0,31.14
june,Jenna D,Cash,,39.22,0,39.22
june,Jenna D,Cash,,21.2,0,21.2
june,Jenna D,Cash,,31.8,0,31.8
june,Jenna D,Credit Card,Visa,53.98,11,64.98
june,Andrew S,Credit Card,Discover,45.85,10,55.85
june,Take Out,Cash,,19.08,0,19.08
june,AM Bar,Credit Card,Mastercard,76.58,0,76.58
june,Jenna D,Cash,,48.55,0,48.55
june,Jenna D,Cash,,76.22,0,76.22
june,Take Out,Credit Card,Discover,200,0,200
june,Andrew S,Credit Card,Visa,38.06,7,45.06
june,Jenna D,Credit Card,Mastercard,66.7,15,81.7
june,Jenna D,Credit Card,Visa,46.75,9.5,56.25
june,KJ V,Credit Card,Visa,89.04,20,109.04
june,AM Bar,Credit Card,Visa,50.99,15,65.99
june,Andrew S,Cash,,9.54,0,9.54
june,AM Bar,Credit Card,Mastercard,76.54,15,91.54
june,Take Out,Credit Card,Visa,24.38,4,28.38
june,AM Bar,Cash,,54,0,54
june,AM Bar,Cash,,82.69,0,82.69
june,Take Out,Credit Card,Visa,75,0,75
june,AM Bar,Credit Card,Visa,38.2,10,48.2
june,AM Bar,Credit Card,Visa,82.7,17,99.7
june,Take Out,Cash,,15.9,0,15.9
june,Jenna D,Credit Card,Visa,43.46,0,43.46
june,AM Bar,Credit Card,Visa,23.9,6,29.9
june,AM Bar,Credit Card,Visa,45.5,8,53.5
june,AM Bar,Cash,,56.22,0,56.22
june,AM Bar,Credit Card,Visa,50.85,0,50.85
june,AM Bar,Credit Card,Visa,58,0,58
june,Jean P,Gift Card,,75.69,0,75.69
june,Alexis F,Credit Card,Mastercard,47.54,10,57.54
june,Alexis F,Cash,,62.54,0,62.54
june,Take Out,Credit Card,Visa,466.2,0,466.2
june,AM Bar,Cash,,11.75,0,11.75
june,AM Bar,Credit Card,Amex,34.56,8,42.56
june,Brianna  K,Credit Card,Visa,134.94,26,160.94
june,Take Out,Credit Card,Mastercard,49.82,5,54.82
june,Take Out,Credit Card,Visa,34.98,0,34.98
june,AM Bar,Cash,,16.5,0,16.5
june,AM Bar,Credit Card,Amex,59.9,30,89.9
june,Take Out,Credit Card,Visa,42.4,0,42.4
june,AM Bar,Credit Card,Amex,56.56,15,71.56
june,Brianna  K,Credit Card,Visa,61.55,20,81.55
june,AM Bar,Cash,,13,0,13
june,Take Out,Credit Card,Visa,84.8,0,84.8
june,Jean P,Cash,,80.56,0,80.56
june,AM Bar,Credit Card,Visa,28.9,6,34.9
june,Take Out,Credit Card,Visa,18.02,0,18.02
june,AM Bar,Credit Card,Mastercard,13,3,16
june,Brianna  K,Credit Card,Visa,72.18,15,87.18
june,Alec M,Cash,,79.4,0,79.4
june,Alexis F,Cash,,48.75,0,48.75
june,Alexis F,Credit Card,Mastercard,77.28,15,92.28
june,AM Bar,Credit Card,Visa,62.16,12,74.16
june,AM Bar,Cash,,11.95,0,11.95
june,AM Bar,Credit Card,Visa,23.32,10,33.32
june,AM Bar,Gift Card,,100,0,100
june,AM Bar,Credit Card,Mastercard,6.33,0,6.33
june,AM Bar,Credit Card,Amex,32.48,6,38.48
june,Taryn R,Credit Card,Visa,119.68,0,119.68
june,Taryn R,Credit Card,Visa,68.65,14,82.65
june,Taryn R,Cash,,25.18,0,25.18
june,Taryn R,Cash,,24.65,0,24.65
june,Jean P,Cash,,86.83,0,86.83
june,Brianna  K,Credit Card,Amex,62.44,12,74.44
june,Jean P,Cash,,49.34,0,49.34
june,AM Bar,Credit Card,Visa,58.28,15,73.28
june,AM Bar,Credit Card,Visa,39.4,8,47.4
june,Jean P,Credit Card,Visa,36.2,7,43.2
june,Jean P,Credit Card,Visa,36.2,7,43.2
june,Jean P,Credit Card,Visa,36.2,7,43.2
june,Taryn R,Credit Card,Amex,82.36,20,102.36
june,Jean P,Credit Card,Visa,64.93,15.07,80
june,Alec M,Credit Card,Amex,92.36,18,110.36
june,Alec M,Credit Card,Amex,72.9,15,87.9
june,Alexis F,Credit Card,Visa,61.48,9,70.48
june,Alec M,Credit Card,Mastercard,83.96,20,103.96
june,Jean P,Credit Card,Visa,7.42,2,9.42
june,Brianna  K,Credit Card,Visa,66.52,0,66.52
june,Brianna  K,Credit Card,Visa,88.74,20,108.74
june,Take Out,Credit Card,Mastercard,40.28,7,47.28
june,Jean P,Credit Card,Discover,152.24,30,182.24
june,Brianna  K,Credit Card,Visa,107.06,20,127.06
june,Jean P,Credit Card,Visa,45.16,0,45.16
june,AM Bar,Cash,,36.18,0,36.18
june,Brianna  K,Credit Card,Mastercard,144.28,30,174.28
june,Taryn R,Cash,,143.41,0,143.41
june,AM Bar,Credit Card,Mastercard,84.1,0,84.1
june,Alec M,Credit Card,Amex,136.74,30,166.74
june,Alexis F,Credit Card,Amex,61.97,15,76.97
june,Alexis F,Credit Card,Visa,61.98,15,76.98
june,Alec M,Credit Card,Amex,205.99,50,255.99
june,AM Bar,Credit Card,Amex,119.2,25,144.2
june,Taryn R,Credit Card,Visa,42.38,12,54.38
june,Take Out,Credit Card,Mastercard,110.24,11,121.24
june,Alexis F,Credit Card,Discover,101.37,24,125.37
june,Alexis F,Credit Card,Mastercard,101.37,0,101.37
june,Jean P,Credit Card,Visa,69.24,14,83.24
june,Jean P,Credit Card,Visa,64,0,64
june,Jean P,Cash,,41.36,0,41.36
june,Taryn R,Credit Card,Visa,171.76,34.24,206
june,Taryn R,Credit Card,Amex,70.39,15,85.39
june,AM Bar,Cash,,45.82,0,45.82
june,AM Bar,Credit Card,Mastercard,81.81,0,81.81
june,Alexis F,Credit Card,Visa,71.65,13,84.65
june,Alexis F,Credit Card,Visa,71.65,20,91.65
june,Alexis F,Cash,,23.32,0,23.32
june,Alexis F,Credit Card,Visa,34.09,0,34.09
june,AM Bar,Credit Card,Mastercard,100.16,0,100.16
june,Alexis F,Credit Card,Visa,19.08,3,22.08
june,Alexis F,Credit Card,Visa,31.2,0,31.2
june,Alexis F,Cash,,30.78,0,30.78
june,Alexis F,Cash,,8,0,8
june,Taryn R,Credit Card,Mastercard,57.38,12,69.38
june,Alexis F,Cash,,14.84,0,14.84
june,Alexis F,Gift Card,,28.8,0,28.8
june,Alexis F,Cash,,10.38,0,10.38
june,AM Bar,Credit Card,Discover,27.46,0,27.46
june,Brianna  K,Credit Card,Visa,14.84,0,14.84
june,AM Bar,Credit Card,Mastercard,73.98,15,88.98
june,Taryn R,Credit Card,Visa,59.5,10,69.5
june,Jean P,Cash,,2.12,0,2.12
june,Alec M,Credit Card,Visa,154.76,46,200.76
june,Jean P,Credit Card,Mastercard,118,0,118
june,Jean P,Credit Card,Visa,118.15,0,118.15
june,Brianna  K,Credit Card,Visa,78.44,15,93.44
june,Brianna  K,Cash,,63.6,0,63.6
june,Taryn R,Cash,,59.15,0,59.15
june,Taryn R,Cash,,4.24,0,4.24
june,Jean P,Gift Card,,50,0,50
june,Jean P,Credit Card,Visa,28.44,25,53.44
june,Taryn R,Credit Card,Mastercard,120.34,20,140.34
june,Brianna  K,Cash,,10.6,0,10.6
june,AM Bar,Cash,,18.44,0,18.44
june,AM Bar,Credit Card,Visa,49.68,12,61.68
june,Alec M,Credit Card,Visa,119.25,20,139.25
june,Alec M,Credit Card,Visa,119.25,22.75,142
june,AM Bar,Credit Card,Mastercard,55.98,15,70.98
june,AM Bar,Credit Card,Visa,60.98,15,75.98
june,AM Bar,Cash,,7.42,0,7.42
june,Taryn R,Credit Card,Visa,35.62,8,43.62
june,Taryn R,Credit Card,Amex,35.62,7,42.62
june,AM Bar,Credit Card,Visa,58.88,20,78.88
june,AM Bar,Credit Card,Visa,60.58,12,72.58
june,AM Bar,Credit Card,Mastercard,42.4,12,54.4
june,Brianna  K,Credit Card,Visa,8,2,10
june,AM Bar,Credit Card,Visa,8.48,6,14.48
june,Jenna D,Credit Card,Mastercard,151.02,40,191.02
june,AM Bar,Cash,,62.94,0,62.94
june,AM Bar,Cash,,9.5,0,9.5
june,Jess N,Credit Card,Mastercard,15,3,18
june,AM Bar,Cash,,80,0,80
june,AM Bar,Credit Card,Mastercard,40.28,8,48.28
june,Jenna D,Credit Card,Visa,22,5,27
june,Jenna D,Credit Card,Visa,35.05,8,43.05
june,AM Bar,Credit Card,Mastercard,63.92,0,63.92
june,Jenna D,Credit Card,Amex,77.38,16,93.38
june,Linda B,Credit Card,Amex,17.48,0,17.48
june,Take Out,Credit Card,Visa,200,0,200
june,Jess N,Cash,,204,0,204
june,Jenna D,Cash,,36.04,0,36.04
june,Jenna D,Cash,,19.08,0,19.08
june,Linda B,Credit Card,Visa,3071.04,0,3071.04
june,Jenna D,Cash,,16.96,0,16.96
june,Jenna D,Credit Card,Visa,89.21,20,109.21
june,AM Bar,Credit Card,Mastercard,31,10,41
june,AM Bar,Credit Card,Visa,44.96,10,54.96
june,Jenna D,Credit Card,Amex,57.24,12,69.24
june,Jess N,Credit Card,Visa,1022.8,0,1022.8
june,Jenna D,Credit Card,Mastercard,33.41,0,33.41
june,AM Bar,Credit Card,Mastercard,54.06,11,65.06
june,AM Bar,Credit Card,Visa,61.64,12,73.64
june,Mackenzie W,Credit Card,Amex,61.6,12,73.6
june,Mackenzie W,Credit Card,Visa,60.4,12,72.4
june,AM Bar,Credit Card,Visa,115.14,22,137.14
june,Mackenzie W,Credit Card,Visa,40.42,8,48.42
june,Mackenzie W,Cash,,32.2,0,32.2
june,Mackenzie W,Credit Card,Visa,59.53,12,71.53
june,Mackenzie W,Credit Card,Visa,33.32,6.68,40
june,AM Bar,Credit Card,Visa,106.98,25,131.98
june,Jenna D,Credit Card,Visa,57.14,0,57.14
june,Jenna D,Credit Card,Visa,100.5,0,100.5
june,Take Out,Credit Card,Mastercard,200,0,200
june,AM Bar,Credit Card,Visa,45.26,10,55.26
june,Jenna D,Cash,,35.94,0,35.94
june,Jenna D,Credit Card,Mastercard,127.1,25,152.1
june,Jenna D,Credit Card,Mastercard,83.04,20,103.04
june,AM Bar,Credit Card,Visa,61.94,10,71.94
june,AM Bar,Credit Card,Visa,28.56,10,38.56
june,Linda B,Credit Card,Discover,133.98,30,163.98
june,PM Bar,Cash,,7,0,7
june,Take Out,Credit Card,Visa,47.7,0,47.7
june,Take Out,Credit Card,Mastercard,51.72,0,51.72
june,PM Bar,Cash,,90.77,0,90.77
june,Linda B,Credit Card,Mastercard,104.1,0,104.1
june,PM Bar,Cash,,49.27,0,49.27
june,Jenna D,Credit Card,Amex,98.58,0,98.58
june,Take Out,Credit Card,Mastercard,50.35,0,50.35
june,Jean P,Credit Card,Amex,53.85,11,64.85
june,PM Bar,Cash,,0,0,0
june,Brianna  K,Cash,,56.7,0,56.7
june,Mackenzie W,Credit Card,Mastercard,59.49,0,59.49
june,Jenna D,Credit Card,Visa,78.7,45,123.7
june,Take Out,Credit Card,Visa,47.7,4,51.7
june,Lisa W,Credit Card,Mastercard,30.32,9,39.32
june,Take Out,Credit Card,Visa,34.98,0,34.98
june,Take Out,Credit Card,Visa,10.6,1,11.6
june,Jen V,Credit Card,Mastercard,59.94,18,77.94
june,Take Out,Cash,,40.28,0,40.28
june,PM Bar,Cash,,37.53,0,37.53
june,PM Bar,Credit Card,Visa,101.27,0,101.27
june,Jean P,Credit Card,Mastercard,49.52,0,49.52
june,PM Bar,Credit Card,Visa,10,10,20
june,Take Out,Credit Card,Visa,47.7,0,47.7
june,Brianna  K,Credit Card,Visa,152.11,31.94,184.05
june,Jenna D,Credit Card,Discover,93.94,36.06,130
june,PM Bar,Cash,,8,0,8
june,PM Bar,Credit Card,Visa,87.31,20,107.31
june,Lisa W,Credit Card,Visa,25.97,10,35.97
june,PM Bar,Cash,,3.08,0,3.08
june,Jean P,Cash,,88.94,0,88.94
june,PM Bar,Credit Card,Mastercard,45.48,10,55.48
june,PM Bar,Cash,,3.18,0,3.18
june,PM Bar,Credit Card,Visa,41.43,0,41.43
june,PM Bar,Cash,,30.27,0,30.27
june,Jenna D,Credit Card,Visa,57.14,11,68.14
june,PM Bar,Credit Card,Visa,75.86,15,90.86
june,Jean P,Credit Card,Mastercard,63,0,63
june,Brianna  K,Credit Card,Visa,70.92,0,70.92
june,Take Out,Credit Card,Visa,75,0,75
june,Brianna  K,Credit Card,Visa,18.96,0,18.96
june,Brianna  K,Credit Card,Visa,18.95,10,28.95
june,Take Out,Cash,,73.14,0,73.14
june,Linda B,Credit Card,Amex,94.13,20,114.13
june,Jenna D,Credit Card,Amex,40.38,15,55.38
june,Brianna  K,Credit Card,Visa,36.65,10,46.65
june,Brianna  K,Credit Card,Discover,36.66,10,46.66
june,Brianna  K,Credit Card,Mastercard,115.36,25,140.36
june,Take Out,Cash,,57.24,0,57.24
june,Take Out,Credit Card,Visa,37.1,0,37.1
june,PM Bar,Credit Card,Visa,51.89,14,65.89
june,Brianna  K,Cash,,9.54,0,9.54
june,Jenna D,Credit Card,Visa,79.8,20,99.8
june,Jean P,Cash,,72.56,0,72.56
june,Jean P,Cash,,53.24,0,53.24
june,Jenna D,Credit Card,Mastercard,82.68,20,102.68
june,Lisa W,Gift Card,,100,0,100
june,Lisa W,Credit Card,Visa,21.92,25,46.92
june,Mackenzie W,Cash,,86.39,0,86.39
june,Jenna D,Cash,,54.06,0,54.06
june,PM Bar,Credit Card,Visa,70.66,14,84.66
june,Jen V,Credit Card,Amex,156.86,30,186.86
june,PM Bar,Credit Card,Visa,44.84,0,44.84
june,PM Bar,Credit Card,Visa,14.63,10,24.63
june,PM Bar,Credit Card,Visa,57.68,11,68.68
june,Jean P,Credit Card,Visa,36.04,10,46.04
