month,staff,type,card_type,amount,tip,total
june,Mackenzie W,Credit Card,Visa,76.8,16,92.8
june,Brianna  K,Credit Card,Visa,156.9,30,186.9
june,PM Bar,Credit Card,Mastercard,88.02,30,118.02
june,Lisa W,Credit Card,Discover,100.32,25,125.32
june,Jean P,Credit Card,Visa,80.41,20,100.41
june,Mackenzie W,Credit Card,Mastercard,63.46,12.8,76.26
june,Lisa W,Cash,,53.92,0,53.92
june,Mackenzie W,Credit Card,Mastercard,63.47,12,75.47
june,Take Out,Credit Card,Visa,33.92,4,37.92
june,Lisa W,Credit Card,Visa,100.26,30,130.26
june,Jenna D,Credit Card,Amex,209.98,41,250.98
june,Mackenzie W,Cash,,208.73,0,208.73
june,Linda B,Credit Card,Visa,19.08,4,23.08
june,Linda B,Credit Card,Mastercard,32.26,6,38.26
june,Linda B,Credit Card,Mastercard,14.84,3,17.84
june,Linda B,Credit Card,Visa,22.84,6,28.84
june,Linda B,Credit Card,Visa,45.85,0,45.85
june,Linda B,Credit Card,Visa,29.9,7,36.9
june,Jen V,Credit Card,Discover,47.16,10,57.16
june,Linda B,Credit Card,Visa,36.08,7,43.08
june,Linda B,Credit Card,Visa,32.26,6.5,38.76
june,Lisa W,Credit Card,Visa,92.47,18,110.47
june,Linda B,Credit Card,Mastercard,49.08,5,54.08
june,Lisa W,Credit Card,Visa,92.47,19,111.47
june,Jen V,Cash,,47.16,0,47.16
june,Jean P,Credit Card,Visa,153.61,0,153.61
june,PM Bar,Credit Card,Amex,18,0,18
june,Jen V,Credit Card,Discover,48.92,0,48.92
june,Linda B,Credit Card,Mastercard,26.5,0,26.5
june,Jen V,Cash,,59.52,0,59.52
june,Linda B,Credit Card,Visa,23.32,6,29.32
june,Jen V,Credit Card,Discover,32.75,7,39.75
june,Linda B,Credit Card,Visa,39.38,8,47.38
june,Jen V,Cash,,43.46,0,43.46
june,PM Bar,Credit Card,Visa,53.42,10.58,64
june,Jen V,Cash,,47.6,0,47.6
june,PM Bar,Credit Card,Mastercard,35.08,0,35.08
june,Take Out,Cash,,5.3,0,5.3
june,PM Bar,Credit Card,Visa,119.02,25,144.02
june,Mackenzie W,Credit Card,Visa,4.24,0,4.24
june,Linda B,Credit Card,Visa,43.6,7,50.6
june,PM Bar,Credit Card,Visa,47.41,10,57.41
june,Linda B,Credit Card,Mastercard,34.84,6,40.84
june,Linda B,Credit Card,Visa,15.9,4,19.9
june,Linda B,Credit Card,Visa,33.32,4,37.32
june,Linda B,Credit Card,Visa,26.96,6,32.96
june,PM Bar,Credit Card,Visa,34.98,0,34.98
june,Jen V,Credit Card,Visa,318.41,60,378.41
june,Linda B,Cash,,31.7,0,31.7
june,Linda B,Cash,,20.14,0,20.14
june,Mackenzie W,Credit Card,Mastercard,233.39,0,233.39
june,Linda B,Cash,,23.9,0,23.9
june,Linda B,Cash,,25.9,0,25.9
june,Mackenzie W,Credit Card,Discover,165.11,0,165.11
june,Linda B,Cash,,20.04,0,20.04
june,Linda B,Cash,,25.96,0,25.96
june,PM Bar,Credit Card,Visa,55.72,15,70.72
june,Lisa W,Credit Card,Mastercard,95.14,19,114.14
june,Linda B,Cash,,55.34,0,55.34
june,Take Out,Cash,,4.77,0,4.77
june,Take Out,Credit Card,Visa,9.54,0,9.54
june,PM Bar,Cash,,30.3,0,30.3
june,Lisa W,Credit Card,Visa,66.13,13,79.13
june,Lisa W,Credit Card,Mastercard,66.14,13.86,80
june,PM Bar,Credit Card,Visa,177.1,0,177.1
june,Mackenzie W,Cash,,4.77,0,4.77
june,PM Bar,Cash,,0,0,0
june,PM Bar,Cash,,7.95,0,7.95
june,PM Bar,Credit Card,Amex,87.33,30,117.33
june,PM Bar,Credit Card,Visa,33.78,15,48.78
june,PM Bar,Cash,,0,0,0
june,PM Bar,Cash,,0,0,0
june,Take Out,Credit Card,Visa,37.1,0,37.1
june,Ashley A,Cash,,52.9,0,52.9
june,AM Bar,Cash,,28.62,0,28.62
june,AM Bar,Credit Card,Mastercard,26.5,5,31.5
june,AM Bar,Cash,,31.8,0,31.8
june,AM Bar,Credit Card,Visa,22.9,5,27.9
june,AM Bar,Credit Card,Visa,89.16,18,107.16
june,Ashley A,Credit Card,Visa,87.91,0,87.91
june,Linda B,Credit Card,Mastercard,56.45,10,66.45
june,AM Bar,Credit Card,Visa,40.28,8,48.28
june,Take Out,Credit Card,Mastercard,100,0,100
june,Andrew S,Cash,,51.04,0,51.04
june,AM Bar,Credit Card,Visa,142.22,30,172.22
june,Linda B,Credit Card,Mastercard,93.01,0,93.01
june,Andrew S,Credit Card,Mastercard,36.38,7,43.38
june,Andrew S,Credit Card,Amex,36.38,7,43.38
june,Linda B,Credit Card,Amex,50.88,20,70.88
june,Andrew S,Cash,,40.07,0,40.07
june,Andrew S,Credit Card,Visa,35.14,0,35.14
june,Ashley A,Cash,,48.23,0,48.23
june,Ashley A,Credit Card,Visa,16.96,0,16.96
june,Linda B,Credit Card,Mastercard,174.75,35,209.75
june,AM Bar,Credit Card,Mastercard,24,8,32
june,Ashley A,Cash,,15.9,0,15.9
june,Ashley A,Cash,,19.08,0,19.08
june,Ashley A,Cash,,22.26,0,22.26
june,Ashley A,Cash,,16.96,0,16.96
june,Ashley A,Cash,,20.14,0,20.14
june,Linda B,Credit Card,Visa,16.96,5,21.96
june,Linda B,Credit Card,Visa,20.04,4,24.04
june,Linda B,Credit Card,Visa,21.2,4,25.2
june,AM Bar,Credit Card,Mastercard,44.79,12,56.79
june,Linda B,Cash,,25.34,0,25.34
june,Linda B,Cash,,25.34,0,25.34
june,Linda B,Cash,,15.9,0,15.9
june,Linda B,Cash,,18.98,0,18.98
june,Ashley A,Credit Card,Visa,69.96,14,83.96
june,Linda B,Cash,,22.16,0,22.16
june,Linda B,Cash,,16.96,0,16.96
june,Linda B,Cash,,16.96,0,16.96
june,Linda B,Cash,,16.96,0,16.96
june,Linda B,Cash,,22.16,0,22.16
june,Linda B,Cash,,22.26,0,22.26
june,Linda B,Cash,,19.08,0,19.08
june,Linda B,Cash,,22.16,0,22.16
june,Linda B,Cash,,32.76,0,32.76
june,Jenna D,Cash,,1190,0,1190
june,Andrew S,Credit Card,Mastercard,28.62,5,33.62
june,Andrew S,Credit Card,Visa,26.5,6,32.5
june,Andrew S,Credit Card,Visa,16.96,3,19.96
june,AM Bar,Credit Card,Visa,95.19,20,115.19
june,Andrew S,Credit Card,Mastercard,19.08,5,24.08
june,Andrew S,Credit Card,Visa,26.5,5,31.5
june,Ashley A,Gift Card,,38.16,0,38.16
june,Ashley A,Credit Card,Visa,133.54,30,163.54
june,Andrew S,Cash,,37.38,0,37.38
june,Andrew S,Cash,,15.9,0,15.9
june,Andrew S,Cash,,56.28,0,56.28
june,Andrew S,Cash,,38.16,0,38.16
june,Andrew S,Cash,,16.96,0,16.96
june,Andrew S,Cash,,17.92,0,17.92
june,Andrew S,Cash,,25.44,0,25.44
june,AM Bar,Credit Card,Mastercard,47.7,11.05,58.75
june,Ashley A,Cash,,105.99,0,105.99
june,Take Out,Credit Card,Mastercard,200,0,200
june,Ashley A,Credit Card,Visa,43.46,0,43.46
june,Andrew S,Cash,,37,0,37
june,AM Bar,Credit Card,Visa,84.88,0,84.88
june,Take Out,Cash,,50,0,50
june,Take Out,Credit Card,Visa,79.5,0,79.5
june,Take Out,Credit Card,Mastercard,466.2,0,466.2
june,Andrew S,Cash,,4.24,0,4.24
june,Ashley A,Credit Card,Visa,46.64,8,54.64
june,Take Out,Cash,,27.56,0,27.56
june,PM Bar,Credit Card,Mastercard,40,6,46
june,Take Out,Credit Card,Visa,47.7,5,52.7
june,PM Bar,Credit Card,Mastercard,73.24,0,73.24
june,Ashley A,Credit Card,Visa,97.14,0,97.14
june,PM Bar,Credit Card,Amex,60.66,0,60.66
june,Take Out,Credit Card,Amex,599.4,0,599.4
june,Ashley A,Credit Card,Visa,51.41,10,61.41
june,Taryn R,Credit Card,Visa,53,10,63
june,PM Bar,Credit Card,Discover,57.06,0,57.06
june,PM Bar,Credit Card,Visa,25.9,8,33.9
june,PM Bar,Credit Card,Visa,15.48,6,21.48
june,Ashley A,Credit Card,Mastercard,185.4,45,230.4
june,Brianna  K,Cash,,52.35,0,52.35
june,Take Out,Credit Card,Discover,25.97,0,25.97
june,PM Bar,Cash,,38.43,0,38.43
june,Brianna  K,Cash,,47.87,0,47.87
june,PM Bar,Credit Card,Visa,34.31,9,43.31
june,PM Bar,Credit Card,Visa,3.71,0,3.71
june,PM Bar,Credit Card,Visa,8,3,11
june,PM Bar,Cash,,10,0,10
june,PM Bar,Credit Card,Discover,25.96,5,30.96
june,PM Bar,Credit Card,Visa,21.95,8,29.95
june,PM Bar,Credit Card,Visa,24.74,0,24.74
june,Take Out,Credit Card,Discover,71.02,0,71.02
june,Mackenzie W,Credit Card,Mastercard,45.58,12,57.58
june,PM Bar,Cash,,18.5,0,18.5
june,PM Bar,Cash,,5,0,5
june,Brianna  K,Credit Card,Visa,83.12,0,83.12
june,PM Bar,Cash,,54.71,0,54.71
june,Lisa W,Credit Card,Mastercard,56.75,0,56.75
june,Brianna  K,Credit Card,Visa,64.34,18,82.34
june,Brianna  K,Credit Card,Visa,73.14,15,88.14
june,Take Out,Credit Card,Mastercard,58.3,0,58.3
june,Ashley A,Gift Card,,100,0,100
june,Ashley A,Credit Card,Visa,65.54,0,65.54
june,PM Bar,Credit Card,Discover,7.75,2,9.75
june,PM Bar,Credit Card,Visa,51.86,15,66.86
june,Take Out,Credit Card,Amex,38.16,0,38.16
june,Lisa W,Credit Card,Visa,142.79,32.21,175
june,Ashley A,Cash,,40.28,0,40.28
june,Alec M,Credit Card,Visa,56.18,11,67.18
june,Lisa W,Credit Card,Visa,16.6,5,21.6
june,Lisa W,Credit Card,Visa,26.14,6,32.14
june,Brianna  K,Credit Card,Amex,63.12,12.88,76
june,Lisa W,Cash,,129.23,0,129.23
june,Taryn R,Credit Card,Visa,128.26,21.74,150
june,Alec M,Cash,,181.42,0,181.42
june,Take Out,Credit Card,Visa,73.14,5,78.14
june,PM Bar,Credit Card,Visa,50.42,10,60.42
june,Taryn R,Cash,,56.08,0,56.08
june,Lisa W,Credit Card,Mastercard,56.98,20,76.98
june,Ashley A,Credit Card,Visa,61.51,10,71.51
june,PM Bar,Cash,,57.27,0,57.27
june,PM Bar,Credit Card,Visa,55.5,12,67.5
june,Take Out,Credit Card,Visa,48.76,2,50.76
june,PM Bar,Credit Card,Visa,51.26,12,63.26
june,Jean P,Credit Card,Visa,45.54,10,55.54
june,Take Out,Credit Card,Mastercard,37.1,0,37.1
june,Mackenzie W,Gift Card,,50,0,50
june,Take Out,Credit Card,Visa,14.84,4,18.84
june,Mackenzie W,Credit Card,Mastercard,33.54,0,33.54
june,Take Out,Credit Card,Visa,63.6,0,63.6
june,Take Out,Credit Card,Amex,83.74,10,93.74
june,Mackenzie W,Credit Card,Amex,175.92,40,215.92
june,Lisa W,Credit Card,Mastercard,103.68,20,123.68
june,Alec M,Credit Card,Visa,84.52,17,101.52
june,Alec M,Credit Card,Discover,84.52,20,104.52
june,PM Bar,Cash,,8.48,0,8.48
june,Brianna  K,Credit Card,Visa,86.35,17,103.35
june,Brianna  K,Credit Card,Visa,223.66,45,268.66
june,Jean P,Credit Card,Mastercard,100,0,100
june,Ashley A,Credit Card,Visa,100.82,21,121.82
june,Alec M,Cash,,75.75,0,75.75
june,Ashley A,Cash,,62.54,0,62.54
june,Ashley A,Credit Card,Visa,118.96,24.04,143
june,Taryn R,Credit Card,Discover,95.71,30,125.71
june,PM Bar,Credit Card,Amex,57.92,10,67.92
june,Taryn R,Credit Card,Amex,45.74,10,55.74
june,Lisa W,Credit Card,Mastercard,88.02,18,106.02
june,Alec M,Credit Card,Mastercard,70.92,20,90.92
june,Brianna  K,Credit Card,Visa,94.2,0,94.2
june,Jean P,Credit Card,Visa,217.08,42,259.08
june,Taryn R,Cash,,12.19,0,12.19
june,Taryn R,Cash,,0,0,0
june,Taryn R,Credit Card,Visa,35.51,0,35.51
june,Take Out,Credit Card,Mastercard,48.76,0,48.76
june,Lisa W,Credit Card,Visa,73.36,15,88.36
june,Take Out,Credit Card,Visa,93.28,0,93.28
june,PM Bar,Credit Card,Visa,61.66,8,69.66
june,PM Bar,Credit Card,Visa,74.86,17,91.86
june,PM Bar,Credit Card,Mastercard,67.97,0,67.97
june,PM Bar,Cash,,34.88,0,34.88
june,Jean P,Cash,,57.24,0,57.24
june,PM Bar,Cash,,0,0,0
june,PM Bar,Cash,,0,0,0
june,Mackenzie W,Credit Card,Mastercard,165.76,34.24,200
june,Lisa W,Credit Card,Visa,60.82,16,76.82
june,Lisa W,Credit Card,Mastercard,87.02,16,103.02
june,PM Bar,Credit Card,Visa,65.7,0,65.7
june,Lisa W,Cash,,40.28,0,40.28
june,PM Bar,Credit Card,Visa,32.1,0,32.1
june,Alec M,Credit Card,Visa,911.1,0,911.1
june,PM Bar,Credit Card,Visa,38.2,8,46.2
june,PM Bar,Credit Card,Mastercard,38.2,8,46.2
june,PM Bar,Credit Card,Amex,43.78,15,58.78
june,Jean P,Credit Card,Discover,534.58,0,534.58
june,Mackenzie W,Credit Card,Amex,122.44,0,122.44
june,Ashley A,Credit Card,Visa,289.18,0,289.18
june,Mackenzie W,Credit Card,Visa,38.7,8,46.7
june,Mackenzie W,Credit Card,Visa,38.69,7,45.69
june,Mackenzie W,Credit Card,Visa,38.71,7,45.71
june,Take Out,Cash,,8.61,0,8.61
june,PM Bar,Cash,,26.4,0,26.4
june,Taryn R,Credit Card,Amex,269.16,60,329.16
june,Jean P,Credit Card,Visa,29,6,35
june,Lisa W,Credit Card,Visa,68.64,12,80.64
june,PM Bar,Cash,,14,0,14
june,Lisa W,Cash,,127.47,0,127.47
june,PM Bar,Cash,,0,0,0
june,PM Bar,Credit Card,Visa,84.9,12,96.9
june,PM Bar,Credit Card,Mastercard,34,8,42
june,PM Bar,Credit Card,Discover,96.88,23.12,120
june,Lisa W,Credit Card,Mastercard,57.73,0,57.73
june,Mackenzie W,Credit Card,Visa,10.07,0,10.07
june,PM Bar,Credit Card,Visa,152.08,35,187.08
june,Mackenzie W,Credit Card,Visa,120.3,25,145.3
june,Brianna  K,Credit Card,Discover,11.13,0,11.13
june,Mackenzie W,Credit Card,Mastercard,120.31,25,145.31
june,PM Bar,Credit Card,Visa,33.23,20,53.23
june,PM Bar,Cash,,0,0,0
june,PM Bar,Cash,,0,0,0
june,Taryn R,Cash,,8.48,0,8.48
june,AM Bar,Cash,,0,0,0
june,Take Out,Credit Card,Visa,79.5,0,79.5
june,AM Bar,Gift Card,,75.36,0,75.36
june,Take Out,Gift Card,,47.7,0,47.7
june,Jess N,Credit Card,Mastercard,22.26,5,27.26
june,Jess N,Cash,,43.46,0,43.46
june,Jess N,Cash,,50.88,0,50.88
june,AM Bar,Cash,,48.47,0,48.47
june,AM Bar,Credit Card,Mastercard,24.08,6,30.08
june,Andrew S,Credit Card,Mastercard,41.24,10,51.24
june,KJ V,Credit Card,Visa,22.37,4,26.37
june,KJ V,Credit Card,Visa,22.37,4,26.37
june,Jenna D,Credit Card,Mastercard,60.42,20,80.42
june,AM Bar,Credit Card,Discover,30.1,6.9,37
june,AM Bar,Credit Card,Mastercard,30.1,6,36.1
june,KJ V,Cash,,29.68,0,29.68
june,KJ V,Cash,,28.2,0,28.2
june,KJ V,Cash,,23.32,0,23.32
june,KJ V,Cash,,31.2,0,31.2
june,KJ V,Cash,,25.44,0,25.44
june,Jenna D,Credit Card,Amex,52.88,10,62.88
june,AM Bar,Credit Card,Visa,101,20,121
june,AM Bar,Credit Card,Amex,51.98,10,61.98
june,AM Bar,Credit Card,Mastercard,57.2,16,73.2
june,KJ V,Cash,,21.2,0,21.2
june,KJ V,Cash,,24.28,0,24.28
june,Andrew S,Credit Card,Visa,60.87,13,73.87
june,Jenna D,Cash,,56.18,0,56.18
june,Take Out,Credit Card,Mastercard,910.2,0,910.2
june,Jess N,Credit Card,Discover,62.7,15,77.7
june,AM Bar,Credit Card,Visa,52.7,0,52.7
june,Take Out,Credit Card,Visa,199.8,0,199.8
june,KJ V,Gift Card,,34.98,0,34.98
june,AM Bar,Cash,,13.75,0,13.75
june,AM Bar,Cash,,43.5,0,43.5
june,AM Bar,Cash,,15,0,15
june,AM Bar,Credit Card,Mastercard,66.68,0,66.68
june,AM Bar,Credit Card,Mastercard,32.5,0,32.5
june,AM Bar,Cash,,8,0,8
june,Andrew S,Cash,,79.19,0,79.19
june,AM Bar,Credit Card,Mastercard,74.5,15,89.5
june,AM Bar,Cash,,8,0,8
june,AM Bar,Credit Card,Mastercard,44.15,8,52.15
june,AM Bar,Credit Card,Visa,44.15,8,52.15
june,KJ V,Gift Card,,11.84,0,11.84
june,KJ V,Gift Card,,15.72,0,15.72
june,Take Out,Credit Card,Mastercard,75,0,75
june,Andrew S,Credit Card,Visa,87.7,23.3,111
june,AM Bar,Cash,,61.93,0,61.93
june,Wall Bar,Credit Card,Mastercard,6.25,4.75,11
june,Take Out,Credit Card,Discover,100,0,100
june,Wall Bar,Cash,,14,0,14
june,AM Bar,Gift Card,,76.76,0,76.76
june,Linda B,Credit Card,Visa,39.25,8,47.25
june,AM Bar,Cash,,69.16,0,69.16
june,Linda B,Credit Card,Visa,21.5,4,25.5
june,AM Bar,Credit Card,Visa,65,15,80
june,Linda B,Credit Card,Mastercard,5,1,6
june,AM Bar,Cash,,6,0,6
june,Jess N,Credit Card,Visa,61.82,13,74.82
june,Jess N,Credit Card,Visa,110.15,20,130.15
june,AM Bar,Cash,,12,0,12
june,AM Bar,Cash,,131.53,0,131.53
june,Take Out,Credit Card,Visa,45.58,0,45.58
june,Linda B,Credit Card,Visa,70,14,84
june,Linda B,Credit Card,Mastercard,11.5,3,14.5
june,Linda B,Cash,,8,0,8
june,Wall Bar,Cash,,6.25,0,6.25
june,Jess N,Credit Card,Visa,70.1,0,70.1
june,Linda B,Cash,,39,0,39
june,Linda B,Cash,,16,0,16
june,Linda B,Credit Card,Visa,8,1,9
june,Andrew S,Credit Card,Mastercard,33.92,0,33.92
june,Wall Bar,Credit Card,Visa,37.38,0,37.38
june,Linda B,Cash,,8,0,8
june,Linda B,Cash,,14,0,14
june,Andrew S,Gift Card,,85.23,0,85.23
june,Take Out,Credit Card,Mastercard,17.49,0,17.49
june,PM Bar,Cash,,60,0,60
june,PM Bar,Credit Card,Visa,47,7,54
june,Take Out,Credit Card,Mastercard,36.31,5,41.31
june,Linda B,Cash,,14,0,14
june,Andrew S,Credit Card,Visa,73.57,15,88.57
june,Andrew S,Credit Card,Visa,69.03,15,84.03
june,PM Bar,Credit Card,Visa,47.25,9,56.25
june,Wall Bar,Cash,,45.5,0,45.5
june,Take Out,Cash,,42.4,0,42.4
june,PM Bar,Credit Card,Discover,17.18,3,20.18
june,Jess N,Credit Card,Visa,27.56,0,27.56
june,Jess N,Credit Card,Mastercard,27.56,6,33.56
june,Jess N,Credit Card,Discover,27.54,6,33.54
june,Andrew S,Credit Card,Visa,76.78,0,76.78
june,Jess N,Cash,,82.08,0,82.08
june,Jen V,Cash,,8.18,0,8.18
june,PM Bar,Cash,,66.66,0,66.66
june,Take Out,Credit Card,Mastercard,155.4,0,155.4
june,Take Out,Credit Card,Visa,34.98,0,34.98
june,Wall Bar,Credit Card,Mastercard,16.25,4,20.25
june,Take Out,Credit Card,Visa,38.16,3.84,42
june,Linda B,Credit Card,Discover,1163.8,39.2,1203
june,Take Out,Cash,,47.7,0,47.7
june,Alexis F,Cash,,37.68,0,37.68
june,Alexis F,Credit Card,Visa,63.26,12,75.26
june,Wall Bar,Cash,,37.78,0,37.78
june,Monica G,Credit Card,Mastercard,63.12,14,77.12
june,Alexis F,Credit Card,Visa,50.52,12,62.52
june,PM Bar,Cash,,3.18,0,3.18
june,Alexis F,Credit Card,Visa,45.85,9,54.85
june,Wall Bar,Credit Card,Mastercard,82.03,16,98.03
june,Alexis F,Credit Card,Visa,89.75,18,107.75
june,Wall Bar,Credit Card,Amex,15.5,5,20.5
june,Jess N,Cash,,116.65,0,116.65
june,Wall Bar,Credit Card,Mastercard,56.79,0,56.79
june,Wall Bar,Cash,,36.96,0,36.96
june,PM Bar,Cash,,48.49,0,48.49
june,Alexis F,Credit Card,Mastercard,43.57,5,48.57
june,Mackenzie W,Credit Card,Visa,44.52,12,56.52
june,Take Out,Credit Card,Mastercard,47.7,0,47.7
june,Take Out,Credit Card,Visa,37.37,0,37.37
june,Brianna  K,Cash,,64.66,0,64.66
june,PM Bar,Credit Card,Mastercard,51.44,10,61.44
june,Heather C,Credit Card,Amex,96.68,20,116.68
june,Jess N,Credit Card,Visa,86.32,0,86.32
june,Monica G,Credit Card,Mastercard,71.02,14.2,85.22
june,Mackenzie W,Credit Card,Visa,62.54,10,72.54
june,Wall Bar,Credit Card,Mastercard,36.99,10,46.99
june,PM Bar,Credit Card,Visa,18.02,0,18.02
june,Take Out,Cash,,55.12,0,55.12
june,Take Out,Credit Card,Visa,55.39,3,58.39
june,Wall Bar,Credit Card,Mastercard,12.5,4,16.5
june,Jen V,Credit Card,Visa,91.91,20,111.91
june,PM Bar,Cash,,22,0,22
june,Mackenzie W,Credit Card,Visa,126.99,0,126.99
june,Take Out,Cash,,42.93,0,42.93
june,Take Out,Credit Card,Mastercard,22.26,2,24.26
june,Andrew S,Credit Card,Amex,53.27,11,64.27
june,Jess N,Cash,,39.91,0,39.91
june,Jess N,Credit Card,Visa,26.45,7,33.45
june,Jen V,Credit Card,Visa,68.69,13,81.69
june,Monica G,Credit Card,Visa,77.67,10,87.67
june,Monica G,Gift Card,,40.28,0,40.28
june,Take Out,Cash,,103.88,0,103.88
june,Wall Bar,Credit Card,Visa,59.5,12,71.5
june,Heather C,Credit Card,Visa,116.64,24,140.64
june,PM Bar,Credit Card,Mastercard,33.2,0,33.2
june,Alexis F,Credit Card,Visa,45.78,10,55.78
june,Andrew S,Credit Card,Visa,67.82,12,79.82
june,Take Out,Credit Card,Mastercard,62.54,0,62.54
june,Brianna  K,Credit Card,Visa,28.08,0,28.08
june,Jen V,Gift Card,,75,0,75
june,Jen V,Credit Card,Mastercard,22,20,42
june,Andrew S,Cash,,70.21,0,70.21
june,Jess N,Credit Card,Mastercard,60.4,0,60.4
june,Heather C,Credit Card,Discover,115.22,22,137.22
june,Alexis F,Credit Card,Amex,89.86,18,107.86
june,Take Out,Credit Card,Visa,199.8,0,199.8
june,Brianna  K,Credit Card,Visa,71.29,14,85.29
june,Brianna  K,Cash,,144.03,0,144.03
june,Wall Bar,Cash,,28.52,0,28.52
june,Linda B,Credit Card,Mastercard,92.92,20,112.92
june,Linda B,Cash,,69.96,0,69.96
june,Linda B,Cash,,179.46,0,179.46
june,Mackenzie W,Credit Card,Visa,155.72,30,185.72
june,PM Bar,Credit Card,Visa,62.57,16,78.57
june,Brianna  K,Credit Card,Visa,117.82,15,132.82
june,Alexis F,Credit Card,Visa,78.6,0,78.6
june,Jess N,Cash,,45.58,0,45.58
june,PM Bar,Credit Card,Mastercard,49.13,13,62.13
june,Monica G,Credit Card,Mastercard,77.82,16.18,94
june,Jess N,Credit Card,Mastercard,50.04,10,60.04
june,Mackenzie W,Credit Card,Visa,80.76,0,80.76
june,Mackenzie W,Credit Card,Mastercard,76.12,20,96.12
june,Alexis F,Credit Card,Visa,43.25,14,57.25
june,Alexis F,Cash,,112.46,0,112.46
june,Jess N,Credit Card,Visa,141.53,28,169.53
june,Monica G,Credit Card,Mastercard,41.34,8,49.34
june,Linda B,Credit Card,Visa,95.09,24.91,120
june,Jen V,Credit Card,Discover,40.28,7.6,47.88
june,Andrew S,Gift Card,,90.32,0,90.32
june,Heather C,Credit Card,Mastercard,51.1,10,61.1
june,Jen V,Gift Card,,94.9,0,94.9
june,Jen V,Credit Card,Visa,87.38,20,107.38
june,Alexis F,Credit Card,Visa,60.82,0,60.82
june,PM Bar,Cash,,24.42,0,24.42
june,Heather C,Cash,,358.57,0,358.57
june,Brianna  K,Credit Card,Visa,200.99,40,240.99
june,Alexis F,Cash,,6.89,0,6.89
june,Jen V,Credit Card,Visa,103.32,20,123.32
june,PM Bar,Cash,,91.38,0,91.38
june,Monica G,Credit Card,Mastercard,125.8,0,125.8
june,Jen V,Credit Card,Visa,118.2,25,143.2
june,Monica G,Credit Card,Mastercard,139.32,30,169.32
june,Monica G,Cash,,79.6,0,79.6
june,Monica G,Credit Card,Visa,125.8,26,151.8
june,Alexis F,Cash,,171.8,0,171.8
june,Jess N,Credit Card,Visa,154.74,32,186.74
june,Wall Bar,Credit Card,Visa,69.58,0,69.58
june,PM Bar,Credit Card,Visa,85.44,0,85.44
june,PM Bar,Credit Card,Amex,40.8,10,50.8
june,Jen V,Credit Card,Mastercard,107.26,25,132.26
june,Andrew S,Credit Card,Visa,99.89,20,119.89
june,Andrew S,Credit Card,Visa,101.48,20,121.48
june,Linda B,Gift Card,,50,0,50
june,Linda B,Credit Card,Visa,6.5,20,26.5
june,PM Bar,Credit Card,Visa,87.69,23,110.69
june,Monica G,Credit Card,Visa,80.64,15,95.64
june,Alexis F,Credit Card,Mastercard,80.67,16,96.67
june,PM Bar,Credit Card,Amex,18,0,18
june,Take Out,Credit Card,Visa,7.95,0,7.95
june,Take Out,Credit Card,Visa,310.8,0,310.8
june,Andrew S,Cash,,113.14,0,113.14
june,PM Bar,Cash,,43.83,0,43.83
june,Jess N,Credit Card,Visa,115,50,165
june,Mackenzie W,Credit Card,Visa,50,10,60
june,Mackenzie W,Cash,,112.64,0,112.64
june,Wall Bar,Credit Card,Amex,75.28,0,75.28
june,Take Out,Cash,,4.77,0,4.77
june,Take Out,Credit Card,Visa,9.94,0,9.94
june,Take Out,Credit Card,Visa,2.25,0,2.25
june,Andrew S,Credit Card,Mastercard,275.71,60,335.71
june,Brianna  K,Cash,,12.18,0,12.18
june,Jess N,Credit Card,Visa,116.12,25,141.12
june,Jess N,Cash,,4.24,0,4.24
june,Andrew S,Cash,,8.61,0,8.61
june,Mackenzie W,Credit Card,Visa,99.02,20,119.02
june,Alexis F,Credit Card,Visa,124.94,25,149.94
june,Take Out,Credit Card,Visa,22.26,0,22.26
june,Brianna  K,Credit Card,Visa,51.63,10,61.63
june,Linda B,Credit Card,Visa,67.16,13,80.16
june,Linda B,Credit Card,Visa,67.16,12,79.16
june,PM Bar,Cash,,0,0,0
june,PM Bar,Credit Card,Mastercard,52.36,15,67.36
june,Alexis F,Credit Card,Visa,68.9,0,68.9
june,Alexis F,Credit Card,Amex,72.1,14,86.1
june,PM Bar,Credit Card,Visa,51.92,10,61.92
june,Mackenzie W,Credit Card,Visa,86.69,17,103.69
june,PM Bar,Cash,,70.08,0,70.08
june,Mackenzie W,Credit Card,Visa,91.75,19,110.75
june,Wall Bar,Credit Card,Visa,112.14,22,134.14
june,Monica G,Credit Card,Visa,103.65,25,128.65
june,PM Bar,Credit Card,Mastercard,19,10,29
june,Wall Bar,Credit Card,Visa,135.4,30,165.4
june,PM Bar,Credit Card,Amex,164.03,60,224.03
june,Alexis F,Cash,,16.96,0,16.96
june,Brianna  K,Cash,,10.6,0,10.6
june,Linda B,Credit Card,Visa,8.48,0,8.48
june,PM Bar,Credit Card,Discover,24,0,24
june,Mackenzie W,Cash,,85.52,0,85.52
